0.191 2.556140099340782 15.350184800673883 7.0956430382471565
0.318 2.8164170398126176 15.546294225936883 7.166475490778063
0.568 3.5223913341059774 15.370499237920857 8.007650034091068
0.738 4.2281827607010385 15.026269969144035 8.495155332395385
0.861 4.356293645556207 14.319688241502897 8.334678190332124
1.04 5.172865786918598 13.665740960014066 8.377556751610754
1.316 6.439273465749622 11.853620344567384 8.552186698597135
1.496 6.878095614881929 10.603565706611763 8.40434438320498
1.512 6.915891686016773 10.509115810611688 8.144439702766595
1.566 7.497716988729481 10.31823435631951 8.125816784324641
1.595 7.680063496522073 9.770561780060644 7.932724209834719
1.707 8.12371224880554 9.203854998277006 7.461424488088493
1.718 7.96907063747563 8.705065307913507 7.7061284462278135
1.897 8.592839993078227 7.3520438815976314 7.240192617911573
1.96 8.73073059065882 6.839580586242252 6.844738692634987
2.12 9.613536064521265 5.327949149224339 6.393924421521284
2.267 9.878119523727392 4.171465223439398 5.460347411525703
3.065 10.919836649101347 -1.2004625536685922 2.0974333291571217
3.734 9.701255313424547 -1.955310824844499 0.006101745832670258
3.843 9.38319844754655 -1.6030713696198684 -0.3592592703551336
